status,time,card_type,city,amount,id
fail,2025-09-11 12:12:00,Visa,Mashhad,1502601.0,77
fail,2025-09-25 11:11:00,Visa,Mashhad,9999999999.0,10
fail,2025-09-01 16:16:00,Discover,THR,914465.0,75
FAIL,2025-09-11 02:24:00,Master-Card,Karaj,1782689.0,68
success,2025-09-19 05:56:00,MasterCard,nan,-5000.0,58
success,2025-09-09 02:24:00,Amex,Tehran,450000.0,96
succeed,2025-09-27 15:45:00,nan,Tehran,1305967.0,52
fail,2025-09-02 02:24:00,MasterCard,Tehran,545116.0,34
success,2025-09-12 23:17:00,Vsa,Qom,250000.0,35
success,2025-09-04 21:23:00,Discover,Tabriz,1578078.0,33
fail,2025-09-04 08:08:00,VISA,Karaj,1883871.0,72
success,2025-09-18 19:51:00,Visa,Tehran,1578078.0,32
fail,2025-09-15 13:13:00,MastCard,Tehran,1502601.0,55
fail,2025-09-19 14:00:00,Amex,Mashhad,0.0,98
fail,2025-09-13 05:23:00,Visa,Isfahan,100.5,8
Success,2025-09-19 21:21:00,Discover,karaj,1502601.0,46
success,2025-09-17 21:23:00,Discover,karaj,9999999999.0,14
success,2025-09-06 08:08:00,Visa,Tehran,419089.0,99
success,2025-09-16 15:45:00,Amex,karaj,5000.0,8
fail,2025-09-24 02:37:00,visa,Qom,976246.0,71
success,2025-09-12 23:59:00,Amex,Mashhad,100.5,77
success,2025-09-19 14:02:00,MasterCard,Tehran,976246.0,54
fail,2025-09-05 08:08:00,Visa,Karaj,914465.0,21
success,2025-09-17 07:07:00,Visa,Tehran,0.0,97
fail,2025-09-26 12:44:00,MasterCard,Tabriz,1387769.0,75
fail,2025-09-23 01:01:00,visa,Tehran,583952.0,14
failed,2025-09-26 00:00:00,Master-Card,Mashhad,-5000.0,75
success,2025-09-29 18:45:00,Discover,Shiraz,1387769.0,2
success,2025-09-01 02:24:00,MasterCard,TEHRAN,1502601.0,99
success,2025-09-28 02:20:00,Amex,Karaj,1.0,61
fail,2025-09-27 05:56:00,MastCard,Tehran ,-5000.0,17
success,2025-09-25 12:34:00,MastCard,Ahvaz,5000.0,78
success,2025-09-24 14:11:00,Vsa,Tabriz,1.0,90
success,2025-09-23 20:20:00,Visa,Qom,545116.0,48
FAIL,2025-09-10 14:11:00,Master Card,Mashhad,205000.0,92
Success,2025-09-15 12:34:00,Visa,Qom,1472823.0,8
success,2025-09-23 02:24:00,MasterCard,Qom,333333.0,56
failed,2025-09-21 12:12:00,nan,Karaj,976246.0,17
success,2025-09-21 12:12:00,MasterCard,Tehran,-999999.0,69
success,2025-09-11 03:00:00,Visa,Karaj,412308.0,12
fail,2025-09-13 14:11:00,Visa,Tehran,1883871.0,38
success,2025-09-05 04:15:00,Amex,Tehran,50200.0,18
failed,2025-09-01 21:23:00,Visa,Mashhad,200000.0,26
success,2025-09-24 14:02:00,MasterCard,Qom,-999999.0,96
success,2025-09-12 12:12:00,Discover,Tehran,1578078.0,37
fail,2025-09-11 21:23:00,Vsa,Mashhad,471227.0,70
fail,2025-09-17 23:17:00,Visa,Mashhad,-5000.0,41
fail,2025-09-04 19:51:00,MastCard,Tehran,-5000.0,79
fail,2025-09-15 18:12:00,MasterCard,Karaj,-5000.0,42
success,2025-09-25 02:37:00,Amex,Tabriz,63489.0,91
fail,2025-09-30 09:09:00,Visa,Ahvaz,900000.0,76
success,2025-09-09 03:27:00,Amex,Tabriz,1050805.0,41
success,2025-09-21 21:21:00,MastCard,Mashhad,177050.0,47
fail,2025-09-20 20:33:00,Visa,TEHRAN,850000.0,14
fail,2025-09-19 14:02:00,Vsa,Ahvaz,333333.0,1
failed,2025-09-19 12:12:00,Master-Card,Ahvaz,1768588.0,17
fail,2025-09-12 11:11:00,Visa,Tehran,1.0,98
fail,2025-09-05 10:05:00,Amex,Tehran,99999.0,55
failed,2025-09-10 04:15:00,Amex,Qom,0.0,94
succeed,2025-09-17 02:37:00,Visa,Isfahan,1883871.0,53
success,2025-09-05 12:34:00,Discover,TEHRAN,-5000.0,31
fail,2025-09-22 19:40:00,VISA,Isfahan,-5000.0,62
fail,2025-09-16 11:11:00,Amex,Isfahan,583952.0,8
FAIL,2025-09-07 07:07:00,nan,Mashhad,0.0,30
failed,2025-09-28 10:05:00,MastCard,Ahvaz,0.0,77
success,2025-09-09 16:40:00,Visa,Tabriz,1502601.0,80
fail,2025-09-03 13:10:00,Visa,tehr@n,1427657.0,66
fail,2025-09-15 07:32:00,MastCard,Qom,650000.0,45
fail,2025-09-16 10:48:00,Amex,karaj,583952.0,18
success,2025-09-18 09:09:00,Visa,Mashhad,250000.0,100
fail,2025-09-14 02:30:00,Amex,Ahvaz,585954.0,45
succeed,2025-09-03 14:02:00,Vsa,Tehran,1782689.0,19
fail,2025-09-12 22:27:00,MastCard,Ahvaz,976246.0,77
success,2025-09-09 02:54:00,Discover,Mashhad,583952.0,68
fail,2025-09-28 15:45:00,Discover,Mashhad,1.0,83
success,2025-09-07 19:19:00,VISA,Tehran,333333.0,50
fail,2025-09-09 02:20:00,Master-Card,Karaj,1050805.0,25
success,2025-09-13 19:51:00,Discover,Tehran,412308.0,38
success,2025-09-18 10:05:00,Vsa,Tehran,1782689.0,96
fail,2025-09-05 00:00:00,Visa,Tehran,177050.0,36
failed,2025-09-13 01:51:00,Visa,Tehran,100000.0,68
success,2025-09-04 02:30:00,Visa,Shiraz,-1.0,56
Success,2025-09-02 02:30:00,Visa,Tabriz,914282.0,39
Success,2025-09-16 03:00:00,Master-Card,Tehran,0.0,63
Success,2025-09-09 14:11:00,Amex,Tabriz,1472823.0,7
fail,2025-09-09 09:09:00,Discover,Mashhad,1463119.0,58
fail,2025-09-06 18:12:00,Master-Card,Mashhad,1883871.0,80
succeed,2025-09-11 11:11:00,Vsa,Isfahan,343679.0,59
success,2025-09-22 14:55:00,Visa,Mashhad,-5000.0,48
fail,2025-09-24 09:00:00,Amex,Isfahan,0.0,5
success,2025-09-22 21:10:00,MastCard,karaj,177050.0,88
fail,2025-09-01 12:44:00,MastCard,Tehran,585954.0,36
success,2025-09-04 19:29:00,MastCard,THR,9999999999.0,97
failed,2025-09-13 12:34:00,Visa,Tabriz,443463.0,89
success,2025-09-23 08:08:00,Discover,Karaj,9999999999.0,25
fail,2025-09-13 03:27:00,Vsa,Isfahan,0.0,45
fail,2025-09-13 17:17:00,Master-Card,Tabriz,0.0,93
success,2025-09-02 19:40:00,Discover,Shiraz,419089.0,19
success,2025-09-09 19:51:00,Visa,Ahvaz,471227.0,7
fail,2025-09-24 06:06:00,Master-Card,Mashhad,-5000.0,58
success,2025-09-08 03:00:00,Discover,Mashhad,583952.0,81
success,2025-09-07 23:59:00,Discover,Tehran,1768588.0,66
success,2025-09-04 07:08:00,Discover,TEHRAN,0.0,80
failed,2025-09-18 07:08:00,MasterCard,karaj,343679.0,39
success,2025-09-03 11:11:00,Discover,Isfahan,12345.0,18
fail,2025-09-28 12:12:00,Amex,Ahvaz,900000.0,1
success,2025-09-06 00:00:00,Visa,Tabriz,12345.0,63
failed,2025-09-12 12:34:00,VISA,Karaj,850000.0,3
fail,2025-09-12 13:10:00,nan,Mashhad,250000.0,21
success,2025-09-21 21:23:00,nan,Mashhad,774681.0,30
fail,2025-09-28 07:07:00,Master-Card,Tehran,9999999999.0,11
fail,2025-09-08 22:27:00,Amex,Tehran ,-999999.0,22
Success,2025-09-22 08:59:00,Visa,karaj,-5000.0,57
Success,2025-09-22 07:07:00,Visa,Ahvaz,-5000.0,90
success,2025-09-01 14:00:00,Visa,Tabriz,1472823.0,3
success,2025-09-04 18:12:00,Discover,Tabriz,120000.0,30
failed,2025-09-21 04:15:00,MasterCard,Qom,-1.0,89
Success,2025-09-28 19:19:00,visa,karaj,0.0,45
success,2025-09-11 20:33:00,MasterCard,tehr@n,9999999999.0,36
success,2025-09-03 10:48:00,MasterCard,Tabriz,1050805.0,88
success,2025-09-13 05:23:00,MastCard,Shiraz,100.5,72
fail,2025-09-25 05:23:00,Visa,Karaj,-5000.0,64
success,2025-09-17 01:01:00,nan,Tabriz,1387769.0,54
failed,2025-09-22 02:24:00,MasterCard,Isfahan,850000.0,68
failed,2025-09-22 03:27:00,Discover,Tehran,1472823.0,50
failed,2025-09-10 10:48:00,nan,Karaj,914282.0,31
fail,2025-09-21 06:06:00,Amex,THR,100000.0,29
success,2025-09-12 05:23:00,MasterCard,THR,0.0,59
fail,2025-09-15 12:44:00,Amex,Shiraz,1883871.0,36
fail,2025-09-21 10:48:00,MastCard,Isfahan,471227.0,77
failed,2025-09-10 19:40:00,Visa,Shiraz,545116.0,73
success,2025-09-14 11:11:00,Master-Card,THR,555555.0,85
success,2025-09-13 21:23:00,Master Card,Shiraz,-5000.0,67
fail,2025-09-05 13:10:00,Amex,Isfahan,0.0,90
success,2025-09-06 21:23:00,MastCard,TEHRAN,100.5,90
success,2025-09-24 04:04:00,Master-Card,karaj,1.0,76
fail,2025-09-02 03:00:00,Discover,THR,1472823.0,94
fail,2025-09-22 21:21:00,visa,TEHRAN,1578078.0,11
fail,2025-09-17 09:09:00,MastCard,Isfahan,9999999999.0,11
success,2025-09-04 23:17:00,MasterCard,THR,1305967.0,26
FAIL,2025-09-14 08:59:00,MastCard,Qom,120000.0,53
failed,2025-09-10 03:27:00,MasterCard,Tehran,914282.0,14
FAIL,2025-09-03 18:00:00,Visa,Shiraz,1158713.0,64
failed,2025-09-25 08:08:00,Vsa,Mashhad,1305967.0,80
failed,2025-09-03 04:15:00,Amex,Tabriz,123456.0,10
success,2025-09-15 11:11:00,Vsa,Tehran ,5000.0,31
success,2025-09-06 06:30:00,Visa,Tehran,200000.0,96
success,2025-09-17 04:04:00,MasterCard,tehr@n,1050805.0,36
failed,2025-09-12 21:23:00,MastCard,Tehran,100.5,10
fail,2025-09-22 09:45:00,visa,Isfahan,976246.0,26
fail,2025-09-20 15:45:00,Master-Card,Isfahan,100.5,20
Success,2025-09-24 18:12:00,Master-Card,Karaj,1050805.0,44
fail,2025-09-29 07:08:00,Discover,Tabriz,471227.0,62
FAIL,2025-09-11 15:45:00,Vsa,ThRan,-999999.0,73
success,2025-09-25 14:55:00,Visa,Ahvaz,443463.0,79
fail,2025-09-04 14:02:00,Visa,Ahvaz,177050.0,9
success,2025-09-26 16:40:00,Visa,Tehran,471227.0,71
failed,2025-09-28 04:40:00,Master-Card,Mashhad,343679.0,91
fail,2025-09-26 15:45:00,Visa,tehr@n,419089.0,24
success,2025-09-06 08:08:00,Visa,Tabriz,1883871.0,12
failed,2025-09-01 14:02:00,Discover,Tehran,-5000.0,60
fail,2025-09-20 00:00:00,Amex,Mashhad,200000.0,84
fail,2025-09-23 11:11:00,Master-Card,tehr@n,300000.0,78
fail,2025-09-28 07:08:00,MasterCard,Mashhad,100.5,87
fail,2025-09-16 09:00:00,Amex,Isfahan,0.0,16
fail,2025-09-15 03:27:00,Visa,Shiraz,9999999999.0,29
success,2025-09-17 18:00:00,Discover,tehr@n,412308.0,32
fail,2025-09-08 02:37:00,Visa,Tehran,1578078.0,83
failed,2025-09-28 23:59:00,MasterCard,Tehran,343679.0,35
fail,2025-09-26 19:40:00,Amex,Tehran,250000.0,43
success,2025-09-12 02:30:00,Discover,Tehran,12345.0,97
success,2025-09-27 20:20:00,Vsa,Tabriz,-999999.0,53
failed,2025-09-22 10:48:00,visa,Tabriz,200000.0,20
success,2025-09-21 06:30:00,Visa,Qom,1768588.0,84
fail,2025-09-10 05:23:00,Visa,Tabriz,63489.0,8
failed,2025-09-27 18:12:00,Vsa,Isfahan,100.5,100
fail,2025-09-15 21:21:00,Visa,tehr@n,200000.0,42
fail,2025-09-30 14:11:00,Discover,Tehran,1578078.0,77
success,2025-09-09 06:06:00,MasterCard,Isfahan,976246.0,70
success,2025-09-02 04:40:00,nan,Tabriz,-5000.0,16
fail,2025-09-05 07:08:00,Amex,Qom,914282.0,69
success,2025-09-06 14:55:00,Visa,Karaj,471227.0,53
success,2025-09-07 00:00:00,Visa,karaj,333333.0,45
Success,2025-09-21 14:11:00,Visa,Mashhad,177050.0,51
fail,2025-09-25 06:06:00,Discover,THR,1000.0,99
fail,2025-09-01 01:01:00,MasterCard,Ahvaz,976246.0,6
success,2025-09-23 07:08:00,Vsa,Tehran,0.0,33
fail,2025-09-26 21:10:00,Discover,Tabriz,1472823.0,79
success,2025-09-07 20:33:00,Discover,Shiraz,1578078.0,15
success,2025-09-20 14:00:00,Discover,Tehran ,0.0,14
success,2025-09-25 12:12:00,Visa,Isfahan,1578078.0,39
failed,2025-09-30 06:30:00,Master Card,Tabriz,0.0,63
Success,2025-09-12 19:29:00,Visa,THR,177050.0,5
success,2025-09-16 06:06:00,Discover,Tehran,1463119.0,91
succeed,2025-09-16 09:09:00,Visa,Karaj,-999999.0,81
fail,2025-09-11 23:59:00,MasterCard,Tehran,0.0,52
success,2025-09-21 03:27:00,nan,Tehran,1578078.0,16
success,2025-09-04 15:45:00,Visa,Mashhad,914282.0,100
failed,2025-09-13 09:45:00,MasterCard,Shiraz,200000.0,38
success,2025-09-07 18:00:00,Visa,Tehran,583952.0,53
success,2025-09-04 20:33:00,Vsa,Ahvaz,419089.0,88
Success,2025-09-15 21:10:00,Amex,Tehran,1050805.0,77
success,2025-09-19 11:11:00,MastCard,Mashhad,333333.0,98
success,2025-09-09 00:00:00,MasterCard,Tabriz,177050.0,94
fail,2025-09-11 10:05:00,Master-Card,Ahvaz,12345.0,53
fail,2025-09-08 20:33:00,MasterCard,Ahvaz,0.0,46
FAIL,2025-09-01 08:08:00,MasterCard,Tehran,0.0,99
success,2025-09-23 10:48:00,MastCard,Tehran,976246.0,99
success,2025-09-25 17:17:00,MasterCard,TEHRAN,1463119.0,92
fail,2025-09-24 02:20:00,Visa,Isfahan,976246.0,15
fail,2025-09-08 06:30:00,Discover,Mashhad,419089.0,59
fail,2025-09-13 13:13:00,Visa,Tehran,0.0,50
success,2025-09-22 19:19:00,MasterCard,nan,63489.0,9
fail,2025-09-27 02:30:00,Amex,TEHRAN,5000.0,26
fail,2025-09-04 03:00:00,Visa,Tehran,205000.0,3
success,2025-09-08 12:44:00,Amex,Qom,1000.0,47
success,2025-09-03 08:08:00,Master-Card,THR,12345.0,5
fail,2025-09-29 14:00:00,Discover,Isfahan,1768588.0,62
success,2025-09-09 11:11:00,Visa,Isfahan,0.0,84
failed,2025-09-29 06:06:00,Master-Card,Isfahan,1782689.0,84
success,2025-09-02 20:20:00,MastCard,Tehran,0.0,5
failed,2025-09-02 03:27:00,Visa,Ahvaz,0.0,10
Success,2025-09-28 21:10:00,MasterCard,Mashhad,583952.0,80
fail,2025-09-13 06:30:00,MastCard,Mashhad,343679.0,63
fail,2025-09-15 14:55:00,Amex,Tabriz,443463.0,25
success,2025-09-28 23:59:00,Amex,Ahvaz,1463119.0,44
success,2025-09-23 18:12:00,Amex,Ahvaz,333333.0,25
success,2025-09-12 09:45:00,Vsa,Qom,200000.0,30
fail,2025-09-26 14:30:00,Discover,TEHRAN,333333.0,14
success,2025-09-04 15:45:00,MastCard,Tehran,-999999.0,87
fail,2025-09-26 09:45:00,visa,Ahvaz,-999999.0,43
FAIL,2025-09-08 12:12:00,Discover,Qom,333333.0,28
fail,2025-09-09 14:02:00,Vsa,Tabriz,9999999999.0,95
Success,2025-09-23 11:11:00,Discover,Tehran,471227.0,19
fail,2025-09-05 09:00:00,Discover,Tabriz,850000.0,42
fail,2025-09-24 09:45:00,nan,THR,100.5,20
fail,2025-09-20 06:06:00,Visa,Ahvaz,63489.0,100
succeed,2025-09-18 09:09:00,Visa,Shiraz,471227.0,87
fail,2025-09-11 01:01:00,MasterCard,Tehran,1387769.0,79
success,2025-09-15 13:13:00,MasterCard,tehr@n,443463.0,11
failed,2025-09-28 03:27:00,Amex,Tabriz,-999999.0,54
success,2025-09-22 11:11:00,Visa,Shiraz,0.0,99
fail,2025-09-09 02:54:00,Visa,Ahvaz,-1.0,24
Success,2025-09-17 08:08:00,Discover,Tehran,545116.0,70
failed,2025-09-27 14:11:00,MasterCard,Shiraz,-5000.0,17
success,2025-09-26 18:12:00,Amex,Tehran,1883871.0,28
success,2025-09-12 19:40:00,Amex,Tehran,63489.0,50
FAIL,2025-09-07 09:00:00,Amex,Karaj,1768588.0,96
succeed,2025-09-10 18:45:00,Discover,Tehran,1000.0,55
success,2025-09-25 11:11:00,MastCard,Isfahan,-999999.0,73
failed,2025-09-26 13:13:00,Visa,Tabriz,650000.0,10
fail,2025-09-25 06:06:00,Visa,Isfahan,1463119.0,21
fail,2025-09-10 17:17:00,MastCard,Tehran,914282.0,58
fail,2025-09-27 00:00:00,Discover,Ahvaz,1578078.0,34
fail,2025-09-13 05:56:00,MasterCard,Tehran,914282.0,96
success,2025-09-19 08:08:00,Discover,karaj,1578078.0,94
success,2025-09-11 04:04:00,MasterCard,Shiraz,0.0,43
fail,2025-09-13 14:11:00,Discover,Isfahan,63489.0,11
fail,2025-09-21 14:55:00,visa,THR,12345.0,33
fail,2025-09-08 19:51:00,Discover,Tehran,-999999.0,58
succeed,2025-09-08 04:04:00,Amex,Tabriz,976246.0,46
failed,2025-09-04 18:12:00,Master-Card,Tehran,850000.0,61
fail,2025-09-15 19:19:00,Amex,Isfahan,100.5,62
Success,2025-09-28 18:12:00,Amex,ThRan,1463119.0,1
fail,2025-09-11 06:06:00,Amex,Tehran,200000.0,21
success,2025-09-11 19:29:00,MasterCard,karaj,200000.0,62
FAIL,2025-09-01 14:11:00,Vsa,Shiraz,914282.0,64
fail,2025-09-17 13:13:00,Visa,Tehran,1463119.0,88
success,2025-09-15 22:27:00,Master-Card,tehr@n,450000.0,73
fail,2025-09-20 21:21:00,Amex,Tehran ,774681.0,56
fail,2025-09-06 20:33:00,Master-Card,TEHRAN,1578078.0,1
success,2025-09-24 14:02:00,Visa,Mashhad,419089.0,21
FAIL,2025-09-22 14:30:00,Master-Card,Tabriz,343679.0,22
success,2025-09-28 14:00:00,Visa,Isfahan,1578078.0,54
Success,2025-09-25 16:40:00,MastCard,Shiraz,914282.0,4
Success,2025-09-15 23:17:00,MasterCard,Isfahan,0.0,65
fail,2025-09-09 14:55:00,MastCard,Karaj,205000.0,51
fail,2025-09-14 06:06:00,Amex,Ahvaz,0.0,74
success,2025-09-18 17:17:00,Visa,Tabriz,5000.0,63
success,2025-09-26 12:44:00,MasterCard,Isfahan,1.0,15
fail,2025-09-17 20:33:00,Discover,tehr@n,412308.0,36
succeed,2025-09-18 09:45:00,Amex,Tabriz,0.0,29
success,2025-09-05 14:55:00,MastCard,Isfahan,-5000.0,52
success,2025-09-20 12:44:00,Visa,Tehran,0.0,46
success,2025-09-20 02:30:00,MasterCard,Tabriz,177050.0,69
fail,2025-09-09 19:51:00,Amex,Isfahan,-999999.0,29
success,2025-09-11 23:17:00,Discover,Tehran,-5000.0,47
Success,2025-09-24 11:11:00,Master Card,Tehran,583952.0,92
failed,2025-09-22 20:33:00,MasterCard,Qom,-5000.0,25
fail,2025-09-01 16:16:00,Visa,Tabriz,1578078.0,80
success,2025-09-18 21:10:00,Visa,Tehran,-999999.0,16
success,2025-09-06 14:02:00,MasterCard,THR,914465.0,90
fail,2025-09-27 16:16:00,Discover,Qom,100.5,41
fail,2025-09-02 06:06:00,Visa,Tehran,200000.0,65
success,2025-09-15 18:12:00,Visa,THR,1578078.0,69
success,2025-09-29 11:11:00,Amex,Tabriz,1768588.0,20
fail,2025-09-26 02:37:00,Amex,Tabriz,-999999.0,69
fail,2025-09-21 14:11:00,Visa,TEHRAN,9999999999.0,36
fail,2025-09-14 12:34:00,Amex,Tehran,-5000.0,94
fail,2025-09-05 18:45:00,Master Card,THR,-5000.0,99
success,2025-09-06 08:59:00,VISA,Ahvaz,-5000.0,58
fail,2025-09-06 12:12:00,Master-Card,Tabriz,452545.0,48
fail,2025-09-30 14:02:00,Vsa,Tehran,9999999999.0,82
failed,2025-09-22 11:11:00,Visa,Tehran,-5000.0,2
fail,2025-09-30 19:51:00,Visa,Tehran,100.5,80
success,2025-09-18 13:10:00,MasterCard,TEHRAN,12345.0,29
Success,2025-09-14 02:24:00,Amex,Isfahan,450000.0,98
success,2025-09-10 07:08:00,Master-Card,Tehran,914282.0,16
success,2025-09-14 13:13:00,Visa,Qom,650000.0,35
success,2025-09-13 19:40:00,MasterCard,Tabriz,1.0,62
fail,2025-09-30 19:40:00,Amex,Tabriz,-5000.0,81
success,2025-09-03 06:30:00,MasterCard,Tehran,0.0,4
success,2025-09-30 02:24:00,MasterCard,Ahvaz,1050805.0,68
fail,2025-09-06 12:44:00,Visa,Tehran,1578078.0,51
success,2025-09-29 13:10:00,visa,Isfahan,1387769.0,90
Success,2025-09-08 10:48:00,MasterCard,Tehran,545116.0,33
fail,2025-09-12 07:08:00,MasterCard,Qom,-1.0,78
success,2025-09-13 17:07:00,Visa,Isfahan,914465.0,24
success,2025-09-11 00:00:00,MasterCard,Tehran,-5000.0,75
failed,2025-09-12 14:02:00,Discover,Mashhad,585954.0,25
failed,2025-09-01 07:32:00,Visa,Qom,900000.0,28
success,2025-09-17 04:40:00,Discover,Tabriz,452545.0,7
fail,2025-09-16 02:24:00,Visa,Ahvaz,-5000.0,36
fail,2025-09-11 11:11:00,Amex,Isfahan,-5000.0,10
fail,2025-09-13 13:13:00,Discover,Ahvaz,585954.0,36
success,2025-09-18 05:23:00,Master-Card,Qom,585954.0,96
success,2025-09-11 10:48:00,Visa,THR,650000.0,83
FAIL,2025-09-28 07:08:00,Visa,Qom,-999999.0,18
success,2025-09-12 19:40:00,Master-Card,Tehran,120000.0,6
success,2025-09-06 01:51:00,Visa,karaj,177050.0,93
success,2025-09-09 11:11:00,Visa,Ahvaz,555555.0,7
fail,2025-09-16 04:40:00,Visa,Tehran ,-5000.0,12
success,2025-09-04 21:23:00,Vsa,Tehran,900000.0,41
success,2025-09-03 04:40:00,Vsa,Qom,1782689.0,63
Success,2025-09-28 04:15:00,Discover,Mashhad,1782689.0,99
fail,2025-09-16 02:20:00,MastCard,Shiraz,0.0,25
succeed,2025-09-24 19:51:00,MasterCard,ThRan,12345.0,81
success,2025-09-27 10:48:00,Master-Card,Mashhad,9999999999.0,53
fail,2025-09-26 21:23:00,Visa,Karaj,300000.0,33
fail,2025-09-30 07:32:00,Vsa,Isfahan,333333.0,88
fail,2025-09-25 18:00:00,Visa,Tabriz,419089.0,73
success,2025-09-12 11:11:00,Discover,Isfahan,-999999.0,6
fail,2025-09-11 09:45:00,Visa,Tehran,100.5,62
success,2025-09-05 13:13:00,MastCard,Tabriz,452545.0,66
succeed,2025-09-25 14:30:00,MastCard,Tehran,850000.0,9
success,2025-09-18 09:45:00,Amex,Mashhad,200000.0,67
success,2025-09-19 07:07:00,MastCard,Mashhad,250000.0,16
fail,2025-09-23 03:27:00,Amex,Ahvaz,123456.0,90
success,2025-09-23 07:08:00,Vsa,Mashhad,976246.0,89
fail,2025-09-06 18:45:00,Discover,Mashhad,471227.0,94
failed,2025-09-22 08:08:00,MasterCard,Tabriz,123456.0,55
fail,2025-09-18 00:00:00,Visa,THR,471227.0,40
success,2025-09-26 21:10:00,MasterCard,Tehran,99999.0,26
success,2025-09-06 07:32:00,MastCard,ThRan,850000.0,38
success,2025-09-04 14:55:00,MastCard,Mashhad,850000.0,35
failed,2025-09-12 04:40:00,MastCard,Tehran,12345.0,88
fail,2025-09-19 02:37:00,Discover,Isfahan,177050.0,68
fail,2025-09-29 10:48:00,Amex,Tehran,177050.0,59
failed,2025-09-27 19:51:00,Discover,Tehran,12345.0,14
success,2025-09-29 14:30:00,Master Card,Isfahan,-999999.0,47
fail,2025-09-02 07:08:00,Discover,Qom,1463119.0,71
fail,2025-09-17 00:00:00,Amex,Tehran,1158713.0,72
success,2025-09-11 11:11:00,MastCard,Shiraz,585954.0,42
FAIL,2025-09-11 16:40:00,Master-Card,karaj,914282.0,51
success,2025-09-21 12:44:00,MasterCard,Qom,343679.0,19
failed,2025-09-16 02:30:00,Discover,Tabriz,1782689.0,66
success,2025-09-02 13:10:00,MasterCard,Tehran,0.0,47
fail,2025-09-02 21:10:00,Discover,Tehran,1578078.0,65
fail,2025-09-23 14:00:00,Amex,Karaj,250000.0,42
success,2025-09-08 21:10:00,nan,Shiraz,419089.0,38
success,2025-09-13 19:29:00,Visa,Mashhad,471227.0,13
success,2025-09-10 17:17:00,Amex,Tehran,200000.0,44
success,2025-09-08 02:54:00,Master-Card,Tabriz,100000.0,24
succeed,2025-09-30 12:12:00,Visa,karaj,200000.0,97
success,2025-09-04 17:17:00,MasterCard,Mashhad,123456.0,30
success,2025-09-15 12:44:00,Master-Card,Tehran ,914465.0,70
fail,2025-09-30 03:27:00,Master-Card,nan,585954.0,38
success,2025-09-01 03:27:00,MasterCard,Ahvaz,976246.0,98
failed,2025-09-11 11:11:00,Visa,Tabriz,1768588.0,23
fail,2025-09-07 05:56:00,Visa,Tabriz,250000.0,74
FAIL,2025-09-17 07:08:00,Amex,Tabriz,419089.0,57
succeed,2025-09-27 06:06:00,Visa,ThRan,-5000.0,79
success,2025-09-20 02:54:00,Visa,Isfahan,0.0,23
fail,2025-09-24 02:37:00,Vsa,Karaj,1000.0,36
fail,2025-09-18 08:59:00,MastCard,tehr@n,50200.0,57
fail,2025-09-22 16:16:00,Vsa,karaj,99999.0,1
fail,2025-09-29 21:23:00,Visa,Qom,100000.0,72
success,2025-09-22 14:55:00,Visa,Tehran,177050.0,3
fail,2025-09-12 18:12:00,Vsa,Tehran,1427657.0,14
success,2025-09-09 21:21:00,MastCard,Mashhad,-999999.0,81
fail,2025-09-05 14:02:00,Vsa,tehr@n,177050.0,34
fail,2025-09-10 18:12:00,visa,TEHRAN,205000.0,70
success,2025-09-04 07:07:00,Master-Card,Tehran,1782689.0,69
FAIL,2025-09-05 14:55:00,MasterCard,Tabriz,850000.0,51
success,2025-09-28 21:10:00,Discover,Qom,443463.0,29
success,2025-09-28 20:20:00,Amex,Mashhad,250000.0,100
success,2025-09-10 21:21:00,Amex,Tehran,914282.0,82
success,2025-09-11 06:30:00,Discover,Isfahan,774681.0,48
failed,2025-09-21 08:08:00,Vsa,tehr@n,120000.0,95
fail,2025-09-24 22:27:00,Visa,tehr@n,1427657.0,79
failed,2025-09-10 19:19:00,Vsa,Qom,452545.0,79
fail,2025-09-28 13:13:00,Visa,Shiraz,1050805.0,16
Success,2025-09-08 03:27:00,MasterCard,Tabriz,-999999.0,57
fail,2025-09-02 14:11:00,Master-Card,Karaj,1427657.0,98
Success,2025-09-23 11:11:00,Visa,Tehran,585954.0,10
FAIL,2025-09-08 02:30:00,MasterCard,Tabriz,0.0,19
fail,2025-09-16 18:00:00,Visa,Tehran,1472823.0,67
FAIL,2025-09-27 00:00:00,Master-Card,Isfahan,0.0,36
fail,2025-09-22 03:27:00,Vsa,THR,1782689.0,4
fail,2025-09-05 03:27:00,nan,ThRan,1578078.0,75
success,2025-09-27 00:00:00,Master-Card,Shiraz,443463.0,33
succeed,2025-09-25 00:00:00,MastCard,Karaj,1305967.0,28
success,2025-09-29 21:23:00,Visa,Tabriz,-5000.0,97
success,2025-09-03 19:40:00,Discover,Mashhad,583952.0,80
success,2025-09-12 23:17:00,MasterCard,Karaj,419089.0,9
FAIL,2025-09-13 07:07:00,Amex,Mashhad,12345.0,75
success,2025-09-13 07:08:00,Vsa,Tehran,850000.0,6
fail,2025-09-10 03:27:00,Visa,Karaj,-5000.0,49
fail,2025-09-04 18:00:00,Visa,Tabriz,1387769.0,92
fail,2025-09-09 02:30:00,MasterCard,Tehran,0.0,76
success,2025-09-22 14:00:00,Visa,Mashhad,1050805.0,22
fail,2025-09-24 22:27:00,MastCard,Tehran,450000.0,48
fail,2025-09-23 02:54:00,Amex,Shiraz,0.0,21
