id,status,time,card_type,city,amount,fees,discount,balance_before,is_weekend
4497,failed,2024-12-14 13:20:00,gift,Qazvin,2214907,1689,17299,4666926,0
4498,processing,2024-10-10 11:22:00,debit,Sanandaj,1047516,2947,4303,5809669,1
4499,success,2024-10-28 01:45:00,debit,Karaj,2397499,6596,27531,9063231,0
4500,success,2024-12-29 19:17:00,gift,Ahvaz,3712234,4381,25491,10708186,1
4501,processing,2024-06-10 08:50:00,visa,Yazd,4203189,2170,7181,9002680,1
4502,processing,2024-11-12 02:19:00,nano,Kashan,2264480,1874,16097,3977321,1
4503,processing,2024-03-11 18:46:00,gift,Karaj,4938460,1959,22702,8232183,0
4504,processing,2024-10-18 23:11:00,micro,Rasht,1950133,6106,16522,3416006,0
4505,reversed,2024-08-26 15:32:00,prepaid,Rasht,4381591,6653,15685,8461599,1
4506,pending,2024-12-12 04:54:00,credit,Yazd,4692259,5118,716,5072410,1
4507,reversed,2024-02-13 03:39:00,gift,Urmia,1713337,5936,12126,6311305,1
4508,failed,2024-06-09 13:01:00,prepaid,Isfahan,3355250,1773,24371,8483263,0
4509,success,2024-07-20 16:27:00,debit,Ahvaz,3923722,5690,1830,9087610,1
4510,processing,2024-10-06 19:13:00,prepaid,Kerman,3926107,4641,26124,10147008,0
4511,pending,2024-07-14 06:08:00,visa,Kermanshah,2376345,660,675,3001761,0
4512,reversed,2024-04-30 10:02:00,visa,Ahvaz,2602929,6475,21175,4015371,0
4513,failed,2024-07-03 12:41:00,gift,Rasht,4509381,5441,4701,11445869,0
4514,pending,2024-10-05 11:50:00,micro,Tehran,1076189,414,5143,7926935,1
4515,success,2024-10-26 06:43:00,prepaid,Arak,237921,3815,27785,3936650,1
4516,success,2024-03-14 05:02:00,gift,Tehran,1328473,1171,17638,7802824,0
4517,success,2024-08-10 06:57:00,gift,Tabriz,4248965,5148,4017,8053561,0
4518,failed,2024-08-16 10:10:00,prepaid,Yazd,838584,6244,26456,1994608,0
4519,pending,2024-06-16 02:03:00,mastercard,Karaj,1309196,5407,23070,1784923,1
4520,reversed,2024-08-16 20:51:00,nano,Rasht,2632614,362,4732,7305631,1
4521,processing,2024-05-18 18:47:00,micro,Qom,2316352,5880,2903,5918739,0
4522,failed,2024-03-04 10:09:00,nano,Mashhad,3355079,2719,26071,5990341,0
4523,failed,2024-07-16 13:55:00,credit,Sanandaj,2106024,5216,12758,4364344,1
4524,pending,2024-01-04 01:54:00,shaparak,Rasht,1071800,802,29736,3428652,1
4525,processing,2024-07-17 16:13:00,debit,Ahvaz,3470010,6250,29855,4696863,0
4526,reversed,2024-11-05 07:36:00,shaparak,Qazvin,147687,3146,18177,6341708,1
4527,success,2024-05-30 05:28:00,gift,Shiraz,712368,3585,1345,5139917,1
4528,pending,2024-11-20 14:03:00,debit,Yazd,149449,6560,23985,852041,0
4529,processing,2024-02-03 21:50:00,prepaid,Urmia,4398343,3491,10125,9460454,0
4530,success,2024-01-28 05:54:00,shaparak,Bandar Abbas,2258409,969,14468,3772362,1
4531,pending,2024-06-30 21:35:00,mastercard,Kashan,812359,1767,3899,6740593,0
4532,pending,2024-05-09 04:40:00,debit,Isfahan,4988820,4314,1037,5409893,0
4533,success,2024-02-22 05:19:00,credit,Mashhad,873966,4324,12495,2120396,1
4534,success,2024-12-03 10:51:00,virtual,Bandar Abbas,3588054,3050,18611,7697331,1
4535,pending,2024-05-16 21:16:00,prepaid,Ahvaz,2459807,2170,17017,4819285,1
4536,failed,2024-07-09 22:46:00,micro,Qom,2606017,820,19127,2769109,0
4537,reversed,2024-03-23 08:21:00,visa,Sanandaj,309789,597,24309,1951488,1
4538,success,2024-10-12 09:38:00,gift,Tehran,203109,5643,19807,2198435,0
4539,success,2024-10-09 01:14:00,nano,Rasht,821934,5400,22746,3615520,0
4540,failed,2024-03-12 20:24:00,nano,Tehran,4857366,5206,16887,9604709,1
4541,pending,2024-10-12 15:54:00,credit,Bandar Abbas,4983416,5007,25280,5478501,1
4542,failed,2024-05-18 11:16:00,micro,Tabriz,2241986,4241,2056,8720619,1
4543,processing,2024-12-14 08:24:00,shaparak,Arak,1970788,6531,18400,5734541,1
4544,failed,2024-10-16 02:56:00,credit,Bandar Abbas,4500664,6468,2286,8704984,1
4545,pending,2024-01-24 05:07:00,shaparak,Shiraz,2915369,4420,12141,3971021,0
4546,reversed,2024-11-06 03:26:00,micro,Rasht,3116936,4937,27687,4781615,0
4547,pending,2024-08-27 21:39:00,gift,Kermanshah,3404569,6368,1943,4031209,1
4548,success,2024-10-13 00:12:00,micro,Karaj,1129501,3528,28577,1955016,1
4549,processing,2024-08-08 21:28:00,debit,Qom,4984848,5215,27811,11331570,0
4550,reversed,2024-07-05 05:43:00,virtual,Arak,480413,5920,10831,485110,1
4551,failed,2024-01-09 17:47:00,micro,Bandar Abbas,387112,2844,28748,1667644,0
4552,success,2024-11-22 07:04:00,debit,Sanandaj,2634339,6200,19656,6669571,1
4553,processing,2024-01-23 23:52:00,virtual,Bandar Abbas,1046452,5176,4198,2727197,1
4554,success,2024-01-07 19:50:00,mastercard,Qazvin,785945,6471,12010,5045611,1
4555,processing,2024-07-17 12:11:00,prepaid,Bandar Abbas,976189,5286,21069,2778773,1
4556,reversed,2024-02-01 04:49:00,shaparak,Yazd,439827,2964,360,2602085,1
4557,failed,2024-02-20 21:14:00,nano,Kermanshah,1470096,6738,1199,2315567,0
4558,failed,2024-12-18 18:14:00,debit,Ahvaz,4085086,2019,12859,8864376,0
4559,success,2024-06-15 21:03:00,gift,Tehran,2297244,5631,16900,2912503,0
4560,failed,2024-04-19 01:55:00,shaparak,Kermanshah,1354250,1033,25953,1847330,1
4561,pending,2024-10-30 07:06:00,visa,Kashan,1357496,1622,3962,7554362,0
4562,reversed,2024-09-09 11:06:00,visa,Yazd,3073101,2637,18623,8270320,1
4563,reversed,2024-10-15 18:10:00,shaparak,Urmia,4544787,5436,28786,10591755,1
4564,processing,2024-02-03 00:58:00,debit,Tehran,190585,2228,29640,1616582,1
4565,success,2024-11-18 21:08:00,prepaid,Sanandaj,3580227,6187,12272,5166054,0
4566,failed,2024-10-21 15:10:00,debit,Sanandaj,707409,4891,11168,2346210,1
4567,processing,2024-10-02 07:47:00,debit,Urmia,1452167,2625,7273,3021442,1
4568,reversed,2024-07-17 02:52:00,credit,Kerman,1026783,6055,26520,3131589,1
4569,reversed,2024-04-04 16:41:00,prepaid,Shiraz,1168786,4003,4004,4936689,1
4570,processing,2024-05-24 08:19:00,shaparak,Hamadan,1454230,491,118,2835128,1
4571,processing,2024-11-07 08:00:00,mastercard,Sanandaj,2477889,2071,29865,4268100,0
4572,processing,2024-02-06 10:19:00,credit,Hamadan,2034975,5567,24860,8853074,0
4573,success,2024-09-16 02:17:00,mastercard,Kashan,4833150,1715,4807,11165794,1
4574,failed,2024-04-26 15:03:00,credit,Kashan,958747,1417,21410,5223012,0
4575,success,2024-05-29 07:45:00,credit,Hamadan,4965145,2690,25455,8099172,0
4576,success,2024-06-28 16:05:00,mastercard,Shiraz,3433652,5964,3891,7521529,1
4577,failed,2024-06-14 06:12:00,mastercard,Yazd,2128095,3495,21964,7011139,1
4578,processing,2024-01-09 08:15:00,prepaid,Kerman,306753,1126,12761,6015478,0
4579,failed,2024-07-14 02:47:00,shaparak,Yazd,369575,2674,4685,4134075,0
4580,success,2024-06-05 18:48:00,credit,Qazvin,1819005,2863,25468,3192202,1
4581,reversed,2024-12-21 08:14:00,virtual,Mashhad,4341479,514,25456,7448406,0
4582,processing,2024-05-17 18:00:00,gift,Tabriz,3308301,3542,11114,5454904,0
4583,failed,2024-06-17 12:23:00,credit,Qom,3193294,4,12833,6541375,0
4584,processing,2024-09-05 07:09:00,debit,Karaj,2385495,2620,13749,7105305,0
4585,processing,2024-06-16 04:51:00,debit,Rasht,287461,1888,764,792961,1
4586,pending,2024-04-17 07:16:00,debit,Rasht,967238,1920,3846,5344217,1
4587,processing,2024-07-10 10:32:00,nano,Bandar Abbas,2474664,5734,1113,5530212,1
4588,reversed,2024-04-28 21:08:00,visa,Qazvin,2564259,4289,20218,5766587,0
4589,failed,2024-07-17 12:49:00,gift,Isfahan,4612534,179,126,8573395,1
4590,processing,2024-05-01 21:08:00,shaparak,Ahvaz,3023173,3547,16098,5092377,1
4591,processing,2024-04-25 05:53:00,virtual,Hamadan,1665736,556,22349,6290248,1
4592,failed,2024-08-09 17:32:00,credit,Sanandaj,4194240,6559,29569,7860219,0
4593,pending,2024-06-05 13:13:00,virtual,Kermanshah,3354126,6872,2511,6684599,0
4594,reversed,2024-10-15 00:32:00,debit,Isfahan,4751903,1506,6470,5876308,1
4595,reversed,2024-06-22 00:57:00,nano,Karaj,2022531,6807,23325,5199201,0
4596,reversed,2024-09-10 03:39:00,shaparak,Rasht,2094997,5568,29150,2269048,0
4597,success,2024-01-28 01:34:00,debit,Mashhad,2890631,3973,2559,4629903,1
4598,pending,2024-01-27 23:52:00,mastercard,Kermanshah,950719,2299,24868,7065385,1
4599,pending,2024-10-12 23:29:00,virtual,Rasht,4284723,1201,10135,7229041,1
4600,failed,2024-09-19 01:13:00,credit,Isfahan,150648,4897,19656,5130787,0
4601,failed,2024-07-21 00:49:00,nano,Mashhad,4778665,1790,4518,9491756,0
4602,success,2024-05-28 08:04:00,virtual,Tabriz,3403725,6787,19850,6888250,1
4603,reversed,2024-10-13 15:25:00,virtual,Tehran,3276169,3835,2208,7045641,1
4604,processing,2024-03-31 11:55:00,credit,Isfahan,1219260,1353,17005,5501333,0
4605,success,2024-02-12 04:14:00,gift,Kermanshah,3641423,5401,25443,9755335,0
4606,failed,2024-07-22 14:06:00,debit,Shiraz,1923483,6884,3543,6995776,1
4607,processing,2024-02-18 06:07:00,virtual,Urmia,4164370,2931,7820,7221959,1
4608,processing,2024-03-05 16:04:00,visa,Qazvin,1311559,1736,10196,2411025,0
4609,success,2024-03-27 19:22:00,virtual,Hamadan,1351725,2649,24252,2096547,1
4610,processing,2024-11-14 18:13:00,shaparak,Isfahan,898866,3065,16460,5859850,1
4611,failed,2024-06-04 19:22:00,visa,Hamadan,3229954,4346,15379,7593607,1
4612,processing,2024-08-19 03:11:00,mastercard,Qazvin,4129253,4369,12159,6724572,0
4613,pending,2024-11-07 19:07:00,nano,Yazd,2033760,5671,10478,2538290,0
4614,failed,2024-08-19 16:45:00,micro,Bandar Abbas,4568276,4117,27121,8502366,1
4615,success,2024-11-02 08:34:00,micro,Tabriz,3218446,6709,15211,6927281,0
4616,failed,2024-04-21 12:38:00,debit,Qom,1713405,5004,8991,7866908,0
4617,pending,2024-06-21 17:22:00,micro,Arak,3328617,4200,9568,8985471,0
4618,processing,2024-08-10 06:41:00,prepaid,Qazvin,3434357,1007,20711,8792798,1
4619,success,2024-04-19 03:58:00,gift,Kerman,2596088,3317,22897,5015978,1
4620,failed,2024-09-13 07:38:00,gift,Bandar Abbas,1624901,2451,12510,2543503,1
4621,reversed,2024-08-12 21:33:00,credit,Tehran,99450,1928,4830,489372,0
4622,success,2024-07-17 19:27:00,shaparak,Urmia,2302920,3175,21224,9012096,0
4623,success,2024-07-11 19:49:00,micro,Kermanshah,2742233,1782,15901,7501490,0
4624,failed,2024-05-30 21:07:00,nano,Qom,4516028,536,23911,8081259,0
4625,success,2024-06-24 20:17:00,mastercard,Bandar Abbas,4268588,1392,13050,10761607,1
4626,reversed,2024-11-29 19:34:00,visa,Hamadan,4656499,6629,4517,4832281,1
4627,success,2024-10-12 02:05:00,prepaid,Tehran,645997,3013,11655,4245731,0
4628,failed,2024-05-21 04:09:00,micro,Kermanshah,3119853,3520,28200,7714289,1
4629,processing,2024-07-15 13:41:00,mastercard,Mashhad,3448585,4343,26847,5614201,1
4630,processing,2024-06-06 11:39:00,prepaid,Shiraz,2819790,4653,1402,4487665,1
4631,success,2024-08-17 07:25:00,prepaid,Kermanshah,4338972,6207,29570,9232339,0
4632,processing,2024-07-24 16:11:00,credit,Sanandaj,1476273,3438,6086,5532442,1
4633,success,2024-10-05 01:33:00,debit,Qazvin,442540,2857,4883,3678553,0
4634,reversed,2024-08-31 18:49:00,micro,Sanandaj,86736,4316,25965,1077261,0
4635,processing,2024-07-31 04:58:00,mastercard,Yazd,4106516,381,10255,9244219,0
4636,success,2024-06-21 00:53:00,nano,Urmia,2550101,230,4824,3440594,1
4637,success,2024-01-31 23:18:00,virtual,Yazd,1744631,1515,12085,4987307,1
4638,success,2024-10-22 13:51:00,micro,Hamadan,622741,6390,3891,1378075,0
4639,pending,2024-05-11 02:08:00,virtual,Hamadan,4147205,6757,16477,6384303,1
4640,pending,2024-09-10 11:29:00,virtual,Arak,2621967,6809,23358,3486739,0
4641,success,2024-09-27 00:36:00,shaparak,Ahvaz,1280398,5389,24177,3634830,0
4642,success,2024-03-14 20:22:00,gift,Hamadan,1243685,5598,27246,4440702,1
4643,failed,2024-04-16 14:56:00,gift,Qazvin,1319185,1422,3249,6109896,1
4644,processing,2024-08-08 08:15:00,debit,Yazd,3489674,5455,23276,4784484,0
4645,pending,2024-01-19 16:10:00,credit,Bandar Abbas,2369054,667,20031,4267217,0
4646,reversed,2024-08-13 07:21:00,debit,Kashan,1494327,503,13756,3588599,0
4647,success,2024-09-22 04:01:00,mastercard,Hamadan,2698812,232,12110,7850117,1
4648,reversed,2024-05-05 15:36:00,visa,Tabriz,3669371,382,11235,4669818,0
4649,reversed,2024-04-09 23:28:00,debit,Sanandaj,1198833,2987,18236,7120199,1
4650,success,2024-06-22 15:10:00,nano,Shiraz,1703755,1059,28518,6587807,1
4651,pending,2024-05-10 10:46:00,credit,Ahvaz,1717132,4857,8469,6088273,1
4652,pending,2024-05-05 11:53:00,shaparak,Kerman,4874160,3090,21319,7206520,1
4653,processing,2024-05-08 07:36:00,gift,Bandar Abbas,2772918,3623,2956,7492503,1
4654,failed,2024-06-11 17:00:00,visa,Qom,1037232,2920,23690,6974468,0
4655,failed,2024-09-19 19:23:00,nano,Kerman,4242757,909,28370,9541350,0
4656,success,2024-06-22 13:34:00,virtual,Tehran,27516,6907,2009,1214999,0
4657,processing,2024-07-16 08:19:00,virtual,Ahvaz,733646,5507,20275,3849934,0
4658,pending,2024-02-15 15:16:00,micro,Rasht,861495,284,16119,6178129,0
4659,pending,2024-05-29 12:35:00,gift,Kerman,4791204,1492,11515,8489757,0
4660,processing,2024-01-07 16:32:00,prepaid,Tabriz,4525913,4658,18246,5454658,1
4661,failed,2024-03-13 22:24:00,nano,Tabriz,2417440,4820,19425,4753045,0
4662,reversed,2024-12-29 17:09:00,mastercard,Arak,1148756,6403,13595,1392712,1
4663,processing,2024-05-29 17:15:00,prepaid,Hamadan,462830,3265,11730,3637136,0
4664,pending,2024-05-17 04:32:00,nano,Sanandaj,2289376,119,16711,5223012,1
4665,processing,2024-03-18 08:46:00,virtual,Tehran,3498223,6504,12577,7058269,0
4666,pending,2024-08-16 08:09:00,gift,Arak,525893,1715,5956,1537680,1
4667,processing,2024-12-22 06:17:00,debit,Hamadan,3761443,2086,26798,7887427,1
4668,pending,2024-07-30 08:29:00,micro,Qom,3234274,4885,19942,8928899,0
4669,success,2024-05-11 15:03:00,visa,Sanandaj,4883364,1915,28543,7522882,1
4670,reversed,2024-09-22 19:43:00,nano,Hamadan,2953492,4654,26089,9896117,1
4671,failed,2024-02-04 15:48:00,mastercard,Urmia,4655981,234,25516,8435110,0
4672,pending,2024-04-15 14:19:00,gift,Ahvaz,763131,927,8952,1876847,0
4673,failed,2024-06-03 07:32:00,virtual,Mashhad,4013637,1685,18730,4511323,1
4674,success,2024-10-26 23:11:00,nano,Qom,2351893,2188,3804,8475570,0
4675,processing,2024-05-17 13:46:00,shaparak,Shiraz,2049766,2812,25906,7019221,0
4676,success,2024-06-30 19:47:00,shaparak,Isfahan,170134,5355,10345,5742084,0
4677,pending,2024-02-02 00:22:00,credit,Arak,4604916,35,7011,9240484,1
4678,failed,2024-03-22 19:08:00,debit,Qom,2424385,388,2000,4937243,0
4679,reversed,2024-01-04 06:30:00,visa,Urmia,4139220,4987,10343,9646256,0
4680,processing,2024-02-14 00:19:00,gift,Hamadan,4859816,3553,1860,9649783,1
4681,pending,2024-09-24 23:26:00,visa,Mashhad,1996327,5160,1215,3698759,0
4682,pending,2024-08-04 02:58:00,micro,Isfahan,1646335,2063,20200,5506297,1
4683,reversed,2024-10-14 17:39:00,micro,Urmia,3543567,2364,7477,7077311,1
4684,failed,2024-01-13 15:20:00,nano,Yazd,2811396,1276,13503,7995958,1
4685,processing,2024-07-15 00:00:00,mastercard,Arak,907140,1738,14298,5874847,1
4686,pending,2024-09-22 00:11:00,nano,Urmia,2533464,2320,25043,7175734,1
4687,processing,2024-02-05 11:06:00,visa,Sanandaj,1320867,6293,17552,6980145,0
4688,reversed,2024-01-18 18:10:00,nano,Isfahan,4442628,4267,23794,7958781,1
4689,pending,2024-02-19 12:38:00,debit,Tabriz,745186,1859,8033,6976220,1
4690,processing,2024-07-16 23:01:00,debit,Yazd,3248945,6726,8405,6396419,0
4691,success,2024-01-25 13:33:00,credit,Mashhad,2137343,3979,4232,5760754,1
4692,success,2024-08-13 22:43:00,prepaid,Kashan,1074609,2120,6768,6529851,1
4693,reversed,2024-06-21 17:53:00,gift,Rasht,4305122,2169,5518,6421854,1
4694,failed,2024-10-20 07:20:00,credit,Kermanshah,1854933,3894,2516,7022226,1
4695,failed,2024-02-10 16:44:00,micro,Tabriz,3092768,5929,18285,6595104,0
4696,success,2024-09-13 23:02:00,credit,Mashhad,3543766,2994,17204,8830969,0
4697,processing,2024-01-06 02:48:00,credit,Tehran,1364071,3338,10891,4981851,0
4698,pending,2024-07-14 16:33:00,nano,Mashhad,360852,6575,1286,5414362,0
4699,success,2024-03-24 05:46:00,virtual,Shiraz,2044000,2494,6163,7927862,1
4700,failed,2024-03-15 07:51:00,micro,Sanandaj,1908386,4854,18218,6989226,1
4701,reversed,2024-07-06 21:59:00,micro,Mashhad,1301606,4952,665,3675575,0
4702,processing,2024-10-18 00:44:00,virtual,Shiraz,4961312,2387,19259,8882767,1
4703,pending,2024-03-11 20:41:00,shaparak,Rasht,81816,2876,11424,5771903,1
4704,reversed,2024-09-16 02:50:00,visa,Kermanshah,755877,5164,12093,6478951,1
4705,pending,2024-11-28 15:25:00,credit,Sanandaj,2099590,1989,3871,5137249,0
4706,pending,2024-04-01 01:00:00,prepaid,Kerman,4419910,4951,14016,6135556,0
4707,processing,2024-12-27 10:51:00,gift,Karaj,3982229,4758,14484,10745506,0
4708,reversed,2024-04-29 02:48:00,gift,Kerman,1818476,121,29464,5134555,1
4709,reversed,2024-07-21 04:36:00,visa,Tehran,4476297,6411,22596,6958905,1
4710,pending,2024-08-02 06:26:00,prepaid,Bandar Abbas,1012385,5314,14905,3090019,0
4711,pending,2024-06-22 14:03:00,visa,Ahvaz,2666665,762,5552,9572325,1
4712,pending,2024-05-26 21:02:00,virtual,Arak,1014033,4054,22620,5802955,1
4713,reversed,2024-03-19 14:38:00,mastercard,Urmia,3690212,3426,17166,7532785,1
4714,processing,2024-09-09 18:57:00,credit,Karaj,3507479,5283,23544,8677367,0
4715,processing,2024-11-01 07:10:00,virtual,Ahvaz,2199095,1872,26468,5595572,1
4716,success,2024-01-11 04:39:00,micro,Karaj,16814,6545,28682,6324440,1
4717,pending,2024-04-12 18:31:00,nano,Bandar Abbas,831653,3932,24936,4844361,1
4718,failed,2024-12-25 18:53:00,shaparak,Isfahan,3202789,5049,25595,8604666,1
4719,processing,2024-05-01 06:02:00,gift,Mashhad,852377,5354,27860,6795795,1
4720,failed,2024-12-17 18:34:00,virtual,Qom,10596,4228,3656,3184707,1
4721,reversed,2024-12-13 23:21:00,virtual,Ahvaz,1090286,5625,6048,2741937,0
4722,reversed,2024-11-27 21:42:00,mastercard,Urmia,3037717,5206,28830,8546621,1
4723,pending,2024-06-25 17:03:00,gift,Hamadan,2766343,3551,10342,5717873,1
4724,failed,2024-11-01 23:05:00,visa,Urmia,863098,2995,14131,5429768,1
4725,success,2024-07-04 21:28:00,credit,Karaj,3480007,77,22127,5845183,0
4726,failed,2024-04-04 15:09:00,credit,Sanandaj,3389196,3369,12276,9855058,0
4727,failed,2024-05-09 06:42:00,credit,Tehran,2839176,60,7270,7840714,1
4728,processing,2024-01-28 12:27:00,shaparak,Hamadan,4443988,5706,6607,6567834,0
4729,reversed,2024-09-07 03:18:00,nano,Qom,2971384,424,9320,8629059,1
4730,reversed,2024-08-09 19:40:00,shaparak,Qazvin,564836,5345,25735,7182757,1
4731,processing,2024-10-29 10:13:00,shaparak,Mashhad,176183,1533,4178,2310613,0
4732,processing,2024-09-25 14:01:00,shaparak,Kermanshah,610777,3186,7161,1547187,1
4733,reversed,2024-07-03 18:33:00,shaparak,Qom,3362799,4614,27460,10141838,0
4734,processing,2024-07-12 16:39:00,micro,Arak,2709809,1658,16266,3109626,0
4735,failed,2024-04-03 21:50:00,visa,Tabriz,1215557,1257,10627,1705095,0
4736,success,2024-05-24 22:06:00,nano,Hamadan,12522,2969,6977,4697120,1
4737,processing,2024-02-23 06:00:00,prepaid,Hamadan,1177639,4135,18856,2562327,1
4738,success,2024-08-11 15:46:00,micro,Sanandaj,4686181,732,8359,7185501,0
4739,failed,2024-07-06 22:34:00,visa,Tabriz,4291884,1490,20477,8100446,1
4740,processing,2024-04-17 08:02:00,gift,Tehran,3332667,1275,6547,10273793,0
4741,success,2024-06-18 02:35:00,nano,Bandar Abbas,879650,5540,27452,1919607,1
4742,pending,2024-10-31 21:20:00,credit,Mashhad,3981784,316,129,8830425,0
4743,reversed,2024-10-12 04:32:00,shaparak,Kashan,4334822,3058,22007,10598748,1
4744,processing,2024-01-18 22:58:00,nano,Sanandaj,1221500,6362,4094,1947272,0
4745,success,2024-10-27 22:51:00,shaparak,Hamadan,2067428,4501,19600,8732736,0
4746,processing,2024-12-17 18:41:00,credit,Urmia,4407548,4460,8542,8946739,0
4747,pending,2024-11-06 15:13:00,nano,Shiraz,4379287,212,29493,8913320,0
4748,success,2024-01-22 09:23:00,shaparak,Shiraz,3559916,4286,13882,9903522,1
4749,pending,2024-12-01 08:47:00,shaparak,Qazvin,3521231,720,19198,6982211,1
4750,pending,2024-09-11 18:01:00,gift,Kerman,840257,4693,9688,7736408,0
4751,success,2024-07-11 16:35:00,gift,Ahvaz,2146419,6734,14630,4775726,0
4752,failed,2024-03-30 05:38:00,debit,Hamadan,1170189,5910,7747,4593638,1
4753,failed,2024-08-14 11:23:00,shaparak,Ahvaz,148962,6081,21426,1391897,1
4754,pending,2024-01-05 04:04:00,micro,Bandar Abbas,119789,5981,9989,5968081,0
4755,processing,2024-09-16 06:35:00,micro,Bandar Abbas,348828,5854,14467,2620870,0
4756,success,2024-06-09 22:41:00,micro,Hamadan,4185382,4961,24259,8507250,1
4757,pending,2024-03-15 22:30:00,credit,Arak,3704725,2751,28586,8626272,1
4758,pending,2024-03-02 05:07:00,nano,Kermanshah,2461018,3405,18102,5979325,1
4759,processing,2024-03-13 11:54:00,credit,Arak,3146241,2052,1297,6080712,1
4760,failed,2024-09-11 12:49:00,nano,Tehran,4009416,6957,14362,8141687,1
4761,success,2024-09-10 00:09:00,credit,Urmia,1588994,3374,16452,5769946,0
4762,failed,2024-08-22 18:40:00,credit,Urmia,934434,831,5832,3598086,1
4763,reversed,2024-04-19 19:05:00,gift,Qom,3007145,4316,8843,5663026,0
4764,pending,2024-02-18 15:38:00,visa,Rasht,161512,1887,2509,5656454,0
4765,success,2024-11-25 08:05:00,prepaid,Urmia,2622161,4890,5944,4719218,1
4766,pending,2024-11-21 23:53:00,virtual,Mashhad,3907669,1829,22238,7327194,1
4767,pending,2024-11-09 06:01:00,micro,Mashhad,1301765,4509,6161,6731878,0
4768,pending,2024-11-21 06:05:00,mastercard,Hamadan,1509916,4131,21746,4500087,1
4769,success,2024-02-02 08:52:00,visa,Tabriz,1302275,5884,20480,6189159,1
4770,pending,2024-09-11 22:27:00,prepaid,Tehran,483676,5752,12882,5393377,0
4771,success,2024-11-03 13:52:00,micro,Kerman,1667213,2703,15563,3880004,0
4772,failed,2024-03-16 02:43:00,nano,Shiraz,1671318,1595,1819,5479391,0
4773,success,2024-02-07 13:39:00,micro,Kerman,3173428,2135,10676,6739113,1
4774,processing,2024-01-29 02:27:00,micro,Sanandaj,1123337,541,8409,3924234,0
4775,pending,2024-09-27 01:26:00,prepaid,Mashhad,1198253,4552,15447,1822592,1
4776,pending,2024-02-20 15:39:00,visa,Urmia,3816988,5264,13954,4696228,1
4777,reversed,2024-03-30 16:18:00,debit,Isfahan,1885492,278,22858,4634104,0
4778,reversed,2024-11-23 22:54:00,credit,Hamadan,3056941,1745,2392,10013648,0
4779,processing,2024-01-27 10:54:00,gift,Qom,4949926,3335,26624,6460611,0
4780,failed,2024-01-14 12:57:00,debit,Tabriz,394638,5401,6419,6459656,1
4781,failed,2024-10-25 13:58:00,visa,Mashhad,3010251,2122,7851,6260335,0
4782,processing,2024-02-20 17:04:00,micro,Kerman,304253,3615,19536,7286260,0
4783,pending,2024-05-01 06:11:00,nano,Ahvaz,3391888,5954,7316,6384315,1
4784,processing,2024-10-18 14:52:00,micro,Kermanshah,4973366,2657,20871,7398122,1
4785,failed,2024-06-21 07:17:00,debit,Mashhad,456077,5844,12294,1386361,0
4786,reversed,2024-10-18 21:14:00,nano,Kashan,4677917,935,28811,10525553,1
4787,reversed,2024-08-02 07:18:00,gift,Mashhad,4528784,5077,7984,10353171,0
4788,pending,2024-05-13 10:05:00,mastercard,Sanandaj,1069563,713,15114,6179416,1
4789,failed,2024-01-22 04:41:00,credit,Kashan,3281206,5208,13864,3714457,0
4790,reversed,2024-11-02 02:22:00,shaparak,Rasht,954922,696,29725,2187595,1
4791,pending,2024-08-10 11:13:00,micro,Bandar Abbas,3869243,983,2550,4823854,0
4792,processing,2024-02-18 14:51:00,visa,Isfahan,4017067,167,16780,9948261,0
4793,processing,2024-04-04 03:47:00,shaparak,Yazd,636857,2073,24205,699481,0
4794,success,2024-04-16 15:55:00,visa,Mashhad,2096985,3195,4594,4840684,0
4795,failed,2024-01-20 20:40:00,shaparak,Rasht,4911472,3177,11054,9614023,0
4796,success,2024-02-05 20:28:00,micro,Isfahan,4077332,1385,2662,8148463,1
4797,failed,2024-12-30 00:06:00,gift,Yazd,685860,3288,7588,2545869,0
4798,success,2024-09-20 03:12:00,credit,Hamadan,4067212,2529,21390,10658630,0
4799,reversed,2024-12-07 08:23:00,gift,Yazd,3049224,820,11160,7457646,1
4800,reversed,2024-10-09 02:39:00,credit,Kashan,4268124,3619,5027,5398949,0
4801,reversed,2024-09-01 00:31:00,prepaid,Karaj,758522,6856,4873,1255636,0
4802,reversed,2024-03-18 11:54:00,debit,Kermanshah,4625277,2632,21583,10125990,0
4803,pending,2024-09-19 16:29:00,gift,Ahvaz,2291599,6997,18629,8082009,0
4804,success,2024-10-21 17:27:00,prepaid,Bandar Abbas,244364,1969,19629,5124729,1
4805,processing,2024-12-09 14:28:00,visa,Hamadan,1954381,4147,17191,2516847,0
4806,processing,2024-01-22 12:40:00,gift,Qazvin,585583,108,14033,4080004,1
4807,reversed,2024-08-06 05:26:00,mastercard,Isfahan,738292,3086,17025,5430576,1
4808,failed,2024-12-12 03:20:00,debit,Qom,148627,3107,14396,4091643,0
4809,processing,2024-01-26 00:33:00,prepaid,Bandar Abbas,1241924,1589,21932,3867121,0
4810,pending,2024-02-01 08:48:00,credit,Urmia,575575,3913,5265,2556184,1
4811,success,2024-03-24 21:44:00,debit,Bandar Abbas,594801,1922,11756,5211698,0
4812,success,2024-12-20 04:34:00,virtual,Tehran,719212,5072,15680,5636016,0
4813,pending,2024-02-16 01:19:00,shaparak,Kashan,3203544,6090,26761,8283889,1
